pk,category,sku,name,friendly_name,description,image,alt_text,bs_icon,weight,strength,brew_time,water_temp,price,stock_level,rating
501,24,meat433388,meditation_starter_box,Meditation Starter Box,"<p>Begin your journey to inner peace and tranquility with our <strong>Meditation Starter Box</strong>, a curated set designed to enhance your meditation practice and create a serene ambiance. This thoughtfully assembled kit includes:</p>
<ol>
<li><strong>Incense Sticks</strong>: Infuse your meditation space with calming aromas using our premium incense sticks. Crafted from natural ingredients, these incense sticks release gentle fragrances that promote relaxation and mindfulness.</li>

<li><strong>Candle</strong>: Set the mood for meditation with the soft glow of our scented candle. Made from high-quality wax, it provides a warm and soothing ambiance, helping you to unwind and focus your mind.</li>

<li><strong>Chamomile Tea Bags</strong>: Sip on our chamomile tea bags as you embark on your meditation journey. Chamomile is renowned for its calming properties, making it the perfect companion for relaxation and stress relief.</li>

<p>The <strong>Meditation Starter Box</strong> is a perfect gift for both beginners and experienced meditators, offering everything you need to create a sacred space for quiet reflection and self-discovery. Whether you're seeking moments of calm amidst the chaos of daily life or looking to deepen your meditation practice, this comprehensive set is your gateway to inner harmony and balance.</p>",meditation_starter_box.jpg,"Cardboard box containing a booklet, incense sticks, candle and camomile tea bags",bi bi-gift,,,,,15.99,,
201,32,seit408773,serenitea_coasters,SereniTea Coasters (Set of 2),"<p>Protect your surfaces in style with our SereniTea ceramic coasters. Crafted from creamy ceramic and adorned with a delicate print of green leaves, these circular coasters bring a touch of natural elegance to your table decor. Each coaster features the SereniTea brand name subtly incorporated into the design, reflecting quality and sophistication. Perfect for both hot and cold beverages, these coasters not only safeguard your furniture but also add a charming accent to your tea time. Practical, durable, and easy to clean, they are an essential addition to any tea lover's collection.</p>",serenitea_foliage_coaster.jpg,"Round, cream ceramic coaster decorated with painted green leaves and the name SereniTea, displayed on a wooden table.",bi bi-gift,,,,,8.99,,
202,32,seit548959,serenitea_foliage_tablecloth,SereniTea Foliage Tablecloth,"<p> This cream-colored tablecloth is adorned with a beautiful print of green leaves, bringing a fresh, botanical touch to your table. The SereniTea brand name is subtly incorporated into the design, signifying quality and style. Ideal for both everyday use and special occasions, this tablecloth creates a serene and inviting atmosphere for any meal. Made from high-quality, durable fabric, it is easy to clean and maintain, ensuring it remains a charming addition to your home decor.</p>",serenitea_foliage_tablecloth.jpg,"Folded cream tablecloth decorated with painted green leaves and the name SereniTea, displayed on a wooden table.",bi bi-gift,,,,,15.50,,
203,32,seit268433,serenitea_foliage_tablerunner,SereniTea Foliage Table Runner,"<p>Add a touch of elegance to your table setting with the SereniTea Foliage Table Runner. This cream-colored table runner is adorned with a delicate print of green leaves, infusing your dining space with a natural, botanical charm. Featuring the SereniTea brand name subtly incorporated into the design, this table runner embodies quality and sophistication. Whether for everyday use or special occasions, it effortlessly elevates your table decor, creating a serene and inviting ambiance. Crafted from high-quality fabric, this table runner is durable and easy to clean, ensuring long-lasting beauty for your dining space. Enhance your tea time experience with the timeless elegance of the SereniTea Foliage Table Runner.</p>",serenitea_foliage_tablerunner.jpg,"Narrow tablecloth decorated with painted green leaves and the name SereniTea, displayed along a wooden table with a plant in a pot and a cookie.",bi bi-gift,,,,,12.99,,
204,13,chmi304332,chamomile_bouquet_tea,Chamomile Bouquet Tea,"<p>Experience pure tranquility with our Chamomile Bouquet Tea, a soothing blend that captures the essence of relaxation. Made from the finest organic chamomile flowers, this tea offers a gentle floral aroma and a naturally sweet, calming flavor. Perfect for unwinding after a long day or preparing for a restful night's sleep, Chamomile Bouquet Tea is your go-to for peace and serenity. Let each sip of this delicate infusion bring you a sense of calm and well-being.</p>",chamomile_bouquet_tea.jpg,"Glass teapot filled with tea, including an opened and infused flowering tea ball.",bi bi-cup,125,2,6-7,80,11.50,,5
205,13,lyex744589,lychee_and_strawberry_bloom_tea,Lychee and Strawberry Bloom Tea,"<p>Delight in the vibrant flavors of our Lychee and Strawberry Bloom Tea, a refreshing blend that brings a burst of fruity sweetness to your cup. This exquisite loose leaf tea combines the exotic, juicy notes of lychee with the luscious taste of ripe strawberries, creating a harmonious and invigorating brew. Perfect for a summer afternoon or a refreshing pick-me-up, Lychee and Strawberry Bloom Tea is a delightful escape to a tropical paradise with every sip. Enjoy this fruity infusion hot or iced for a truly delightful tea experience.</p>",lychee_and_strawberry_bloom_tea.jpg,"Glass jug filled with tea, including an opened and infused flowering tea ball.",bi bi-cup,125,2,6-7,80,12.50,,
206,32,seit665711,serenitea_foliage_hug_mug,SereniTea Foliage Cozy Hug Mug,"<p>Embrace warmth and comfort with the SereniTea Cozy Hug Mug, designed to be your perfect companion on chilly evenings. This cream-colored mug, adorned with hand-painted leaves and the elegant SereniTea brand name, offers both style and a snug fit for your hands. Its unique, ergonomic shape is crafted for hugging, providing an inviting and cozy feel as you sip your favorite tea. Whether you're relaxing by the fire or unwinding after a long day, the SereniTea Cozy Hug Mug brings a touch of nature and a lot of comfort to your tea-drinking experience.</p>",serenitea_foliage_hug_mug.jpg,"Cream mug on a windowsill, decorated with painted leaves and SereniTea brand name.",bi bi-gift,,,,,11.50,,4.8
207,32,seit553194,serenitea_foliage_mug,SereniTea Foliage Mug,"<p>Enjoy your tea in style with the SereniTea Foliage Mug, a beautiful blend of elegance and nature. This white ceramic mug features a charming hand-painted design of green leaves, complemented by the SereniTea brand name. Its clean, modern aesthetic makes it a perfect addition to any kitchen or office. Ideal for savoring your favorite tea, this mug combines functionality with a touch of natural beauty, making every sip a delightful experience. Embrace the serenity of tea time with the SereniTea Foliage Mug.</p>",serenitea_foliage_mug.jpg,"White mug on a windowsill, decorated with painted green leaves and SereniTea brand name.",bi bi-gift,,,,,12.99,,
208,32,seit250972,serenitea_country_tablecloth,SereniTea Country Tablecloth,"<p>Transform your dining experience with the SereniTea Country Tablecloth, a perfect blend of elegance and nature. This pristine white tablecloth is beautifully printed with a pattern of green leaves, adding a fresh, botanical touch to your table setting. The SereniTea brand name subtly accents the design, reflecting quality and style. Ideal for both casual and formal occasions, this tablecloth brings a serene and inviting atmosphere to any meal. Crafted from high-quality, durable fabric, it's easy to clean and maintain, making it a practical yet stylish addition to your home decor. Enhance your dining space with the natural beauty of the SereniTea Country Tablecloth.</p>",serenitea_country_tablecloth.jpg,"White tablecloth decorated with painted green leaves and the name SereniTea, draped over a garden table with teapot, mug and garden plant in a pot.",bi bi-gift,,,,,15.50,,4.5
209,31,surx226391,summer_picnic_set,Summer Picnic Set,"<p>Elevate your outdoor tea experience with our Limited Edition Picnic Set, thoughtfully curated for tea lovers. This charming set includes two elegant cups and saucers, a packet of premium loose leaf black tea, a packet of convenient teabags, and two stainless steel teaspoons. The beautifully woven wicker basket not only provides a stylish and durable container but also adds a touch of rustic elegance to your picnic. Perfect for romantic outings, family gatherings, or serene solo escapes, this set makes every tea moment special. Treat yourself or surprise a loved one with this exclusive, limited edition picnic basket, designed for delightful tea experiences on the go.</p>",summer_picnic_set.jpg,"Wicker picnic basket with leather decoration around handles, set against a plain cream wall, open showing two porcelain cups and saucers and two packets of tea.",bi bi-gift,,,,,29.99,,
210,31,lied380495,limited_edition_serenitea_blue_mug,Limited Edition SereniTea Blue Mug,"<p>Discover the charm of our Limited Edition Blue Mug, a perfect blend of elegance and artistry. This exquisite mug features a hand-painted blue leaf motif that stands out beautifully against the pristine white ceramic backdrop. Crafted with care and attention to detail, this mug is both durable and stylish. Ideal for enjoying your favorite tea or coffee, it also makes a wonderful gift for loved ones. Add a touch of nature-inspired elegance to your collection with this exclusive, limited edition piece, available for a short time only.</p>",limited_edition_serenitea_blue_mug.jpg,"White mug on a windowsill, decorated with painted blue leaves and SereniTea brand name.",bi bi-gift,,,,,15.00,,3.8
211,31,lied548104,limited_edition_serenitea_gold_rim_mug,Limited Edition SereniTea Gold Rim Mug,"<p>Elevate your tea time with this Limited Edition mug, a stunning piece that combines elegance with nature-inspired artistry. This exclusive mug features a delicate pattern of intertwining leaves, beautifully accented by a luxurious gold rim. Crafted from high-quality ceramic, it offers both durability and sophistication. Perfect for savoring your favorite brew or as a thoughtful gift, this limited edition mug adds a touch of refined beauty to any occasion. Don’t miss the chance to own this exquisite collector’s item, available for a limited time only.</p>",limited_edition_serenitea_gold_rim_mug.jpg,"Cream mug on a windowsill, decorated with painted green leaves and SereniTea brand name, with a gold leaf rim.",bi bi-gift,,,,,19.99,,5
212,24,inse739986,incense_with_wooden_holder,Incense with Wooden Holder,"<p>Immerse yourself in a world of calming fragrances with our Incense Set, complete with a stylish wooden holder. Each box contains a selection of premium incense sticks crafted from natural ingredients, offering a variety of soothing scents to enhance your space. From the gentle aroma of lavender to the earthy notes of sandalwood, our incense sticks create an atmosphere of tranquility and relaxation. The included wooden holder provides a convenient and elegant way to burn your incense sticks safely, allowing you to enjoy their fragrance without any mess or fuss. Elevate your meditation, yoga practice, or simply unwind after a long day with our Incense Stick Set with Wooden Holder.</p>
<p>Produced in Tibet under the Fair Trade licence, this set comes in an ethically sourced biodegradable box.</p>",natural_incense.jpg,"Brown box containing a set of incense sticks and a circular wooden holder, decorated with a green flower.",bi bi-gift,,,,,8.99,,
213,24,inse560689,incense_gift_set,Incense Gift Set - NEW!,,incense_gift_set.jpg,"Brown box, green pottery vase containing bunch of insence sticks, a matching candle holder, and two lit tealights",bi bi-gift,,,,,29.99,,4.2
214,33,meat622384,meditation_and_tea,Meditation and Tea,,meditation_and_tea_book.jpg,"Book with a drawing of a meditating man, next to a mug of tea",bi bi-book,,,,,7.99,,
215,33,ther170707,the_serene_life,The Serene Life,,the_serene_life_book.jpg,"Book with a photo of a beach and the sea, next to fresh lemons",bi bi-book,,,,,7.99,,4.6
216,33,thec139475,the_secret_of_tea,The Secret of Tea,,the_secret_of_tea_book.jpg,"Book with a photo of an old porcelain teapot, placed on a mantlepiece in the sun",bi bi-book,,,,,14.99,,
217,33,thea219599,the_leaf_tea_guide,The Leaf Tea Guide,,the_leaf_tea_guide_book.jpg,"Book with a photo of four bowls of leaf tea, placed on a mantlepiece in the sun next to two oriental tea cups",bi bi-book,,,,,12.99,,4.8
218,24,tepx775367,teacup_prints,Teacup Prints (Set of 6),,set_of_teacup_cards.jpg,"Set of six cards, each of a print of a different teacup painting, laid out on a wooden table",bi bi-easel,,,,,8.50,,
219,34,meat518891,meditation_stool,Meditation Stool,,round_meditation_stool.jpg,Round wooden stool embossed with oriental symbol,bi bi-gift,,,,,45.99,,
220,34,meat767214,wooden_meditation_stool,Wooden Meditation Stool,,wooden_meditation_stool.jpg,Round wooden stool embossed with buddhist symbols,bi bi-gift,,,,,59.99,,
221,34,pobl717108,portable_meditation_mat,Portable Meditation Mat,,meditation_mat.jpg,Stripped woven mat rolled out on the grass in a park with trees n the background,bi bi-gift,,,,,29.99,,3.8
222,34,caes914597,candles_set_of_2,Candles (Set of 2),,meditation_candles.jpg,"Two white candles in glass jars, in front of a lit fireplace",bi bi-gift,,,,,14.99,,
223,34,caex433382,candle_single,Candle (single),,meditation_candle.jpg,"White candle in glass jars, in front of a lit fireplace",bi bi-gift,,,,,6.99,,
224,34,cine996886,citronella_candle,Citronella Candle,"<p>Infused with citronella and with a burning time of 8 hours, this candle is perfect for outdoor meditation practice.</p>",citronella_meditation_candle.jpg,"White candle in brown glass jars, in front of a lit outdoor fire pit",bi bi-gift,,,,,6.99,,4.8
